PCC,AverageWeight,Year
26301200,,2010
26301100,,2010
26203000,,2010
26201800,10.32,2010
26201640,10.32,2010
26201500,9.39,2010
26201400,9.5,2010
26201300,8.0,2010
26201200,,2010
26201100,,2010
26123000,0.003,2010
26122000,0.4,2010
26521200,0.08,2008
26521200,0.08,2009
26521200,0.08,2010
27512690,4.2,2008
27512690,4.2,2009
27512690,4.2,2010
27512170,1.5,2008
27512170,1.5,2009
27512170,1.5,2010
26521400,,2008
26521400,,2009
26521400,,2010
28991490,110.6,2008
28991490,110.6,2009
28991490,110.6,2010
27904070,51.9,2010
30021640,10.32,2007
26403300,2.79,2009
26403300,2.79,2010
299900Z0,,2011
29312310,,2011
28993975,,2011
28993960,51.9,2011
28942270,,2011
28942250,,2011
26701300,,2011
28942230,,2011
28942130,45.75,2011
28931560,,2011
28304010,15.2,2011
28295000,,2011
28294350,,2011
28294330,,2011
28252070,0.53,2011
26404270,,2011
26521100,0.08,2011
32201400,5.0,2011
28252050,,2011
28252030,0.53,2011
28251390,,2011
28251335,140.0,2011
28251333,128.0,2011
28251270,33.72,2011
28251250,26.7,2011
28251240,33.72,2011
28251220,26.7,2011
28241190,2.05,2011
28241180,3.1,2011
28241150,2.9,2011
28241135,2.28,2011
28241133,,2011
28241127,3.64,2011
28241125,5.57,2011
28241123,5.89,2011
28241117,3.13,2011
28241115,5.7,2011
28241113,3.55,2011
28232200,,2011
28232100,,2011
28231300,2.0,2011
28231200,0.2,2011
27903154,,2011
27903145,,2011
27903118,14.0,2011
27903109,,2011
27902080,6.5,2011
27902050,,2011
27902020,,2011
27512900,,2011
27512890,7.1,2011
27512850,3.38,2011
27512700,22.9,2011
27512650,4.0,2011
27512630,17.2,2011
27512530,1.01,2011
27512490,3.36,2011
27512450,1.54,2011
27512430,3.96,2011
27512370,1.5,2011
27512350,1.57,2011
27512330,,2011
27512315,0.4,2011
27512200,0.52,2011
27511580,7.96,2011
27511530,2.9,2011
27511400,1.81,2011
27511200,,2011
27511170,,2011
27511150,,2011
27511135,,2011
27511133,,2011
27511110,69.0,2011
27403930,,2011
27403910,,2011
27403300,,2011
27403200,0.4,2011
27402500,,2011
27402400,0.6,2011
27402200,0.6,2011
27402100,,2011
27401570,0.12,2011
27401550,0.12,2011
27401530,0.11,2011
27401510,0.12,2011
27401490,0.12,2011
27401460,,2011
27401300,,2011
27401295,,2011
27401293,,2011
27401250,,2011
27401100,,2011
27115040,1.54,2011
269900Z0,,2011
26701550,,2011
26701530,,2011
26701400,0.5,2011
26701250,0.5,2011
26601280,0.75,2011
26601230,,2011
26522830,,2011
26517015,0.15,2011
26516670,,2011
26516650,,2011
26516370,,2011
26516255,,2011
26516210,,2011
26515383,,2011
26515381,,2011
26515313,,2011
26515283,,2011
26515271,,2011
26515239,,2011
26515235,,2011
26515175,,2011
26515135,,2011
26514555,,2011
26514330,,2011
26511239,,2011
26511235,,2011
26511215,,2011
26406000,2.0,2011
26404400,,2011
26404370,3.8,2011
26404359,3.21,2011
26404355,,2011
26404239,,2011
26404237,,2011
26404235,,2011
26404100,,2011
26403480,,2011
26403460,,2011
26403440,,2011
26403420,7.7,2011
26403100,2.4,2011
26402090,,2011
26305080,,2011
26305020,,2011
26302340,,2011
26302330,0.5,2011
26302200,0.09,2011
26302100,0.45,2011
26301300,0.66,2011
26301200,,2011
26301100,,2011
26203000,,2011
26201800,10.32,2011
26201640,10.32,2011
26201500,9.39,2011
26201400,9.5,2011
26201300,8.0,2011
26201200,,2011
26201100,,2011
26123000,0.003,2011
26122000,0.4,2011
26521200,0.08,2011
27512690,4.2,2011
27512170,1.5,2011
26521400,,2011
28991490,110.6,2011
27904070,51.9,2011
26403300,2.79,2011
27512830,4.3,2011
32105237,17.0,2007
32105237,17.0,2006
32105237,17.0,2005
32105237,17.0,2004
32105237,17.0,2003
32105237,17.0,2002
32105237,17.0,2001
32105237,17.0,2000
32105237,17.0,1999
32105237,17.0,1998
32105237,17.0,1997
32105237,17.0,1996
32105237,17.0,1995
26112240,17.0,2008
26112240,17.0,2009
26112240,17.0,2010
26112240,17.0,2011
299900Z1,,2012
29312310,,2012
28942270,,2012
28942250,,2012
26701300,,2012
28942230,,2012
28942130,45.75,2012
28931560,,2012
28304010,15.2,2012
28295000,,2012
28294350,,2012
28294330,,2012
28252070,0.53,2012
26404270,,2012
26521100,0.08,2012
32201400,5.0,2012
28252050,,2012
28252030,0.53,2012
28251390,,2012
28251335,140.0,2012
28251333,128.0,2012
28251270,33.72,2012
28251250,26.7,2012
28251240,33.72,2012
28251220,26.7,2012
28241190,2.05,2012
28241180,3.1,2012
28241150,2.9,2012
28241120,2.28,2012
28241127,3.64,2012
28241125,5.57,2012
28241123,5.89,2012
28241117,3.13,2012
28241115,5.7,2012
28241113,3.55,2012
28232200,,2012
28232100,,2012
28231300,2.0,2012
28231200,0.2,2012
27903154,,2012
27903145,,2012
27903118,14.0,2012
27903109,,2012
27902080,6.5,2012
27902050,,2012
27902020,,2012
27512900,,2012
27512890,7.1,2012
27512850,3.38,2012
27512700,22.9,2012
27512650,4.0,2012
27512630,17.2,2012
27512530,1.01,2012
27512490,3.36,2012
27512450,1.54,2012
27512430,3.96,2012
27512370,1.5,2012
27512350,1.57,2012
27512330,,2012
27512200,0.52,2012
27511580,7.96,2012
27511530,2.9,2012
27511400,1.81,2012
27511200,,2012
27511170,,2012
27511150,,2012
27511135,,2012
27511133,,2012
27511110,69.0,2012
27403930,,2012
27403910,,2012
27403300,,2012
27403200,0.4,2012
27402500,,2012
27402400,0.6,2012
27402200,0.6,2012
27402100,,2012
27401570,0.12,2012
27401550,0.12,2012
27401530,0.11,2012
27401510,0.12,2012
27401490,0.12,2012
27401460,,2012
27401300,,2012
27401295,,2012
27401293,,2012
27401250,,2012
27401100,,2012
27115040,1.54,2012
269900Z0,,2012
26701500,,2012
26701400,0.5,2012
26701250,0.5,2012
26601280,0.75,2012
26601230,,2012
26517015,0.15,2012
26516670,,2012
26516650,,2012
26516370,,2012
26516255,,2012
26516210,,2012
26515383,,2012
26515381,,2012
26515313,,2012
26515283,,2012
26515271,,2012
26515239,,2012
26515235,,2012
26515175,,2012
26515135,,2012
26514555,,2012
26514330,,2012
26511239,,2012
26511235,,2012
26511215,,2012
26406050,2.0,2012
26404400,,2012
26404370,3.8,2012
26404359,3.21,2012
26404355,,2012
26404239,,2012
26404237,,2012
26404235,,2012
26404100,,2012
26403480,,2012
26403460,,2012
26403440,,2012
26403420,7.7,2012
26403100,2.4,2012
26402090,,2012
26305080,,2012
26305020,,2012
26302340,,2012
26302330,0.5,2012
26302200,0.09,2012
26302100,0.45,2012
26301300,0.66,2012
26301200,,2012
26301100,,2012
26203000,,2012
26201800,10.32,2012
26201640,10.32,2012
26201500,9.39,2012
26201400,9.5,2012
26201300,8.0,2012
26201200,,2012
26201100,,2012
26123000,0.003,2012
26122000,0.4,2012
26521200,0.08,2012
27512690,4.2,2012
27512170,1.5,2012
26521400,,2012
28991490,110.6,2012
27904070,51.9,2012
26403300,2.79,2012
27512830,4.3,2012
26112240,17.0,2012
28241133,,2012
28241185,,2012
299900Z1,,2013
29312310,,2013
28942270,,2013
28942250,,2013
26701300,,2013
28942230,,2013
28942130,45.75,2013
28931560,,2013
28304010,15.2,2013
28295000,,2013
28294350,,2013
28294330,,2013
28252070,0.53,2013
26404270,,2013
26521100,0.08,2013
28942230,,2015
28942130,45.75,2015
28931560,,2015
28304010,15.2,2015
28295000,,2015
28294350,,2015
28294330,,2015
28252070,0.53,2015
26404270,,2015
26521100,0.08,2015
32201400,5.0,2015
28252050,,2015
28252030,0.53,2015
28251390,,2015
28251335,140.0,2015
28251333,128.0,2015
28251270,33.72,2015
28251250,26.7,2015
28251240,33.72,2015
28251220,26.7,2015
28241190,2.05,2015
28241180,3.1,2015
28241150,2.9,2015
28241120,2.28,2015
28241127,3.64,2015
28241125,5.57,2015
28241123,5.89,2015
28241117,3.13,2015
28241115,5.7,2015
28241113,3.55,2015
28232200,,2015
28232100,,2015
28231300,2.0,2015
28231200,0.2,2015
27903154,,2015
27903145,,2015
27903118,14.0,2015
27903109,,2015
27902080,6.5,2015
27902050,,2015
27902020,,2015
27512900,,2015
27512890,7.1,2015
27512850,3.38,2015
27512700,22.9,2015
27512650,4.0,2015
27512630,17.2,2015
27512530,1.01,2015
27512490,3.36,2015
27512450,1.54,2015
27512430,3.96,2015
27512370,1.5,2015
27512350,1.57,2015
27512330,,2015
27512200,0.52,2015
27511580,7.96,2015
27511530,2.9,2015
27511400,1.81,2015
27511200,,2015
27511170,,2015
27511150,,2015
27511135,,2015
27511133,,2015
27511110,69.0,2015
27403930,,2015
27403910,,2015
27403300,,2015
27403200,0.4,2015
27402500,,2015
27402400,0.6,2015
27402200,0.6,2015
27402100,,2015
27401570,0.12,2015
27401550,0.12,2015
27401530,0.11,2015
27401510,0.12,2015
27401490,0.12,2015
27401460,,2015
27401300,,2015
27401295,,2015
27401293,,2015
27401250,,2015
27401100,,2015
27115040,1.54,2015
269900Z0,,2015
26701500,,2015
26701400,0.5,2015
26701250,0.5,2015
26601280,0.75,2015
26601230,,2015
26517015,0.15,2015
26516670,,2015
26516650,,2015
26516370,,2015
26516255,,2015
26516210,,2015
26515383,,2015
26515381,,2015
26515313,,2015
26515283,,2015
26515271,,2015
26515239,,2015
26515235,,2015
26515175,,2015
26515135,,2015
26514555,,2015
26514330,,2015
26511239,,2015
26511235,,2015
26511215,,2015
26406050,2.0,2015
26404400,,2015
26404370,3.8,2015
26404359,3.21,2015
26404355,,2015
26404239,,2015
26404237,,2015
26404235,,2015
26404100,,2015
26403480,,2015
26403460,,2015
26403440,,2015
26403420,7.7,2015
26403100,2.4,2015
26402090,,2015
26305080,,2015
26305020,,2015
26302340,,2015
26302330,0.5,2015
26302200,0.09,2015
26302100,0.45,2015
26301300,0.66,2015
26301200,,2015
26301100,,2015
26203000,,2015
26201800,10.32,2015
26201640,10.32,2015
26201500,9.39,2015
26201400,9.5,2015
26201300,8.0,2015
26201200,,2015
26201100,,2015
26123000,0.003,2015
26122000,0.4,2015
26521200,0.08,2015
27512690,4.2,2015
27512170,1.5,2015
26521400,,2015
28991490,110.6,2015
27904070,51.9,2015
26403300,2.79,2015
27512830,4.3,2015
26112240,17.0,2015
28241133,,2015
28241185,,2015
26201650,0.6942292192511553,
26201660,0.459561813317189,
26201700,4.756058865316259,
26202100,0.6039847719706699,
26302310,6.008972630721989,
26302370,1.0,
26401100,1.611875635815185,
26401250,2.981733599873027,
26401270,1.4813376512401404,
26401290,1.0101311225523384,
26403200,0.6908258002331626,
26403400,4.637672090112641,
26522100,0.03853564547206165,
26522110,0.05944365626866821,
26522200,0.10026944335983207,
26522470,0.17632526186814537,
26522870,0.1758398420753734,
26601433,0.08055248462358619,
26701600,10.52913280601004,
26701650,5.742407193848251,
26701910,1.1762990331574967,
269900Z4,0.6631318604201046,
27403090,0.07530715598921589,
27511300,62.54445980225604,
27512123,5.010305737901938,
27512125,6.985433973807566,
27512310,0.7314082254918277,
27512410,5.243248844877567,
27512560,5.8122851680374445,
27512810,38.86683909832101,
27512870,33.36283104517701,
28112400,1774.4688813745202,
28121320,16.076136467852244,
28121350,5.407054276249413,
28121380,4.378469853248733,
28131105,27.947208429065704,
28131125,4.281642614681919,
28131145,0.08303130768767321,
28131165,1.4279674960374904,
28131185,1122.8997960224374,
28131220,1.8596149511904074,
28131250,5.324997187855629,
28131280,5.892254491462455,
28131320,4.248895084058773,
28131340,2.5629538461538464,
28131360,53.46457742764562,
28131380,6.737345932572348,
28131413,9.692371650799618,
28131415,15.211968569137191,
28131417,3.5911863677965874,
28131420,1.1574943418375403,
28131430,14.96268656716418,
28131451,14.447665180126265,
28131453,19.995988622764777,
28131455,40.384444444444455,
28131460,36.11706471829663,
28131471,16.399454548623222,
28131475,19.721373344386315,
28131480,4.187154020557363,
28132170,12.398097826086955,
28132190,3.764774202363872,
28132200,0.4825545734617013,
28132300,9.531516954483969,
28132400,50.68718194914091,
28132530,8.249964923981292,
28132550,16.184685505410357,
28132630,12.939500815989478,
28132650,46.64506814506814,
28132670,13.653107803464767,
28132690,432.2628483532393,
28132730,14.328430668660548,
28132753,401.4453509786848,
28132755,131.41808596918085,
28132800,5.0362834860361625,
28221130,67.34250453472133,
28221330,491.6766610075579,
28221350,15.228204110936744,
28221370,7.544153950847778,
28221460,1610.0607553366176,
28221513,1933.2505546655584,
28221515,711.6016096423305,
28221550,90.60733549865952,
28221570,300.8733247471139,
28231000,1.17337972565366,
28231100,4.467005076142132,
28232110,13.295228330461162,
28232300,6.272647667896376,
28251360,66.05046778918364,
28293200,1.1454971321437282,
28301000,114.0416658168232,
28302110,954.3127333056824,
28302210,3472.3703703703704,
28302300,5286.954545454546,
28303140,589.9586983729662,
28303210,71.19144984313786,
28303220,1370.2851772765694,
28303230,864.5735294117646,
28303250,46.08055657775592,
28303270,187.41542381912373,
28303300,721.9421153846154,
28303430,70.04003613248187,
28303450,346.2936046511628,
28304030,33.331329999064195,
28304050,47.60247898735636,
28304070,10.192010371167152,
28305130,107.19825046040516,
28305150,537.2248110650228,
28305170,154.71317829457362,
28305200,530.9844221543829,
28305340,2097.009028458272,
28305420,1267.1245562586819,
28305450,15521.958666666667,
28305480,1066.3606505102043,
28305915,10963.703283877607,
28305930,1221.1,
28305945,848.3478494623656,
28305960,9381.183795427698,
28305970,733.3113259145507,
283099Z0,5286.954545454546,
28411220,8489.625,
28411240,5671.450704225352,
28411250,624.8696808510638,
28411270,3593.6664535768646,
28412123,5216.503311258278,
28412127,4662.925765575502,
28412129,3621.409722222222,
28412140,826.5124378109452,
28412160,2945.474985103266,
28412213,1708.6458333333335,
28412217,2862.1,
28412223,2218.112903225807,
28412225,1569.338888888889,
28412233,291.8029485049834,
28412235,63.231765910403496,
28412240,5592.5,
28412260,353.78775431171596,
28412270,438.4713820515277,
28412280,92.7478693052754,
28412300,92.04701492537313,
28412305,1919.177777777778,
28412315,3114.166666666666,
28412325,1043.8011367391448,
28412335,209.42178612059158,
28412345,1724.0912782485875,
28412355,127.49043057811546,
28412365,638.08,
28412375,6.638594093586196,
28412385,217.07501363884342,
28412395,27.38316267590196,
28412410,576.1559196617336,
28412430,2300.0,
28412470,79.71032649962034,
28412490,187.4283582089552,
28412491,260.1685879608863,
28491310,2639.188405797101,
28491320,31.882769952380634,
28491330,113.01369496307773,
28922130,16220.031718813205,
28922150,8475.059154232375,
28922210,8418.77536231884,
28922310,3825.413793103448,
28922430,9288.3,
28922450,9112.636403174947,
28922500,11641.065494880548,
28922630,7402.708317090602,
28922810,5778.622361991049,
28923010,2903.75,
28923030,118.23329949952327,
28923050,128.94600704958876,
28925000,7579.475606150207,
28942300,28.22304265369248,
28944000,6.637991477688436,
289900Z1,260.1685879608863,
29102410,1510.037037037037,
29102430,1800.7483277591973,
29102450,1130.9276909694195,
29103000,4801.914357682619,
29104110,1935.9098939929331,
29104130,6354.950796107916,
29104140,9531.289595836675,
29104200,1947.4026627218932,
29104300,7645.169162995595,
29104400,1544.3239436619715,
29105100,23484.761261261257,
29105200,294.72838817624086,
29105930,10109.884084636617,
29105950,13370.030303030306,
29105990,13384.090909090908,
29122110,37.325167231343926,
29122130,3.785917404850923,
29122150,0.1875312323819186,
29122170,1.2326382674125984,
29122190,422.2953216374269,
29122230,1.6879902296747105,
29122250,7.778389010801689,
29122270,3.9978126224551263,
29122290,4.183975794761077,
29122333,3.814713118868042,
29122335,3.4964980089363156,
29122353,3.226933711899618,
29122355,2.5331355730716982,
29122373,34.88774785913816,
29122375,4.153668362221237,
29122413,8.59711166829076,
29122415,16.463261513736125,
29122417,3.761680694545696,
29122420,1.088971608121537,
29122430,16.527278961233733,
29122451,8.474908772721841,
29122453,15.356000294100241,
29122455,13.532125389061804,
29122460,20.609883125876465,
29122471,15.177842131186289,
29122475,18.682840346531442,
29122480,6.060068922339293,
29123130,8.483165111275605,
29123150,14.90671895281238,
29123170,5.031699296636604,
29123200,0.45183760073804613,
29123333,7.917148841832441,
29123335,11.268737587067807,
29123337,7.407635036663977,
29123430,32.550043516100956,
29123450,150.37468776019986,
29123530,5.6421639641048,
29123550,22.438322847287843,
29123630,14.985502095644108,
29123650,24.422594937634344,
29123670,22.576214677875903,
29123690,150.73089700996678,
29123730,19.978651485500798,
29123753,350.23395364221415,
29123755,20.33958566193872,
29123800,5.114702974343361,
29221130,37.197429400164715,
29221330,421.9444444444445,
29221350,13.535204236070637,
29221370,4.177541549588987,
29221460,1501.740203462676,
29221513,1722.3860589812332,
29221515,681.2226807896395,
29221550,86.11366464781523,
29221573,401.5068932350112,
29221575,266.88697609634414,
29242233,0.8757799625988261,
29242235,1.790706816258258,
29311000,88.04696249951725,
29321170,949.9538114634856,
29321210,96.95817490494295,
29321230,576.6025075048561,
29321250,47.48942714340638,
29321270,127.52293577981649,
29321430,53.01724137931034,
29321450,118.70380898237634,
29322033,190.4295154185022,
29322035,32.306948160384984,
29322037,26.734304137218622,
29322053,250.78371503742608,
29322055,43.75,
29322057,24.60072402044293,
29322070,10.338207682831738,
29323130,71.18973404039996,
29323170,92.3913043478261,
29323410,7597.925311203319,
29323420,969.2652329749104,
29323430,1405.0,
29323450,6214.981051634297,
29323460,917.8571428571429,
29323473,768.8841201716738,
29323475,6372.4795640326965,
29401220,6976.923076923077,
29401240,4272.727272727272,
29401250,750.0,
29401270,3100.9868421052633,
29402123,3939.6592244418334,
29402127,4052.6650689311496,
29402129,2798.5074626865667,
29402163,5460.4,
29402169,4021.7488734624285,
29402190,1167.3047048379938,
29402213,1412.794151245145,
29402215,3593.8566552901025,
29402217,2724.0223463687157,
29402223,2273.7288135593217,
29402225,1941.4285714285716,
29402233,245.346687211094,
29402235,50.865766978739394,
29402240,5259.615384615385,
29402250,819.6443850267378,
29402260,792.0110789980733,
29402273,3200.0,
29402275,427.16748768472905,
29402277,1401.7763950220794,
29402283,1408.1175721561972,
29402285,457.4470336854854,
29402287,594.1069625561604,
29402300,100.11123470522804,
29403113,1986.5476746513646,
29403115,2409.090909090909,
29403117,806.3291139240506,
29403123,264.16767738023043,
29403125,680.3245436105477,
29403127,154.59183673469386,
29403131,612.0580235720763,
29403133,17.355576150756875,
29403135,181.38286909054594,
29403137,51.83083109906877,
29403154,840.4958677685951,
29403155,566.6666666666667,
29403157,885.1106639839035,
29403173,6000.0,
29403175,1237.0466321243525,
29403183,112.54901960784314,
29403189,114.28571428571428,
29403190,118.58131487889273,
29421220,6446.153846153847,
29421240,3596.428815279379,
29421250,472.45361926438176,
29421270,2695.375908540279,
29422123,3944.5916484990776,
29422127,3616.103603603604,
29422129,2733.498023715415,
29422163,4803.4946236559135,
29422169,4707.787124664097,
29422190,747.8412800388942,
29422213,1061.20826709062,
29422217,2400.0,
29422223,1705.9635012148196,
29422225,1284.2712842712845,
29422233,251.02791399471903,
29422235,50.64168199740365,
29422240,4386.612665684831,
29422260,459.45945945945954,
29422277,1258.139534883721,
29422287,291.8582375478927,
29422300,81.19276708692766,
29423113,1639.6103896103896,
29423115,2400.0,
29423117,288.9655172413793,
29423123,122.53947437641384,
29423127,69.2619605410303,
29423131,662.5,
29423133,11.642591817974608,
29423135,219.98148148148147,
29423137,32.591543597005874,
29423157,512.8805620608899,
29423173,5773.863636363636,
29423175,853.6344733773806,
29423183,70.59526988034486,
29423190,102.77777777777777,
29522130,15456.986965747195,
29522150,8670.471014492754,
29523010,2186.8666459434257,
29523030,130.04662298387098,
29523050,161.1065361887134,
29525000,4320.576131687243,
29542230,281.727913415555,
29545000,8.205725230257906,
29561499,20.706970425331797,
29562100,22.161067046224126,
29562584,30.807453416149073,
29712810,40.88263361580167,
29712870,34.397383229213816,
30011390,1.7282590324170095,
30911300,27.31138628813048,
31103250,365.5422647527911,
32301270,1.8292708679197573,
33101833,0.05290253497314573,
33502970,0.1794976025973221,
34103033,2089.090909090909,
34103035,9639.794168096056,
34103053,1785.9154929577467,
34103055,4841.666666666666,
34103059,3857.608695652174,
34104110,1783.5849145436373,
34104130,5338.983050847458,
34104140,8646.221434884885,
34104230,1399.2997728993187,
34104250,6000.0,
34104290,2727.3368211260586,
34104400,6984.155377162947,
34104500,1000.3308406979379,
34105200,21776.00545330607,
34105300,305.14976958525347,
34105410,12050.0,
34105430,8253.850354997268,
34105450,11581.140350877191,
34105490,18694.44444444444,
35411300,42.34234234234234,
27202300,0.06450082848407548,2012
27202300,0.0604231977049884,2013
27202300,0.05035986936529015,2014
27202300,0.06007665433696423,2015
27202300,0.06009208850543131,2016
27202300,0.05641590527385749,2017
27202300,0.048896782593315036,2018
28252010,0.8834860468779546,2017
28252010,0.5594504314232032,2018
29102100,649.4765483518061,2008
29102100,952.2316217600663,2009
29102100,930.3166384921914,2010
29102100,1001.574524076326,2011
29102100,994.3222496109262,2012
29102100,1064.5438069000697,2013
29102100,1090.0132877752467,2014
29102100,1096.4265865677658,2015
29102100,1102.1844239985194,2016
29102100,1151.7198596180438,2017
29102100,1172.1537773371883,2018
29102230,1424.11823917962,2008
29102230,1476.5172507777065,2009
29102230,1559.5914707108577,2010
29102230,1574.4643380915231,2011
29102230,1574.2676270486343,2012
29102230,1563.5584432946366,2013
29102230,1732.4738606440103,2014
29102230,1605.0045630281234,2015
29102230,1646.5029347079817,2016
29102230,1716.9041068077554,2017
29102230,1731.6998491687505,2018
29102250,1706.785411365564,2008
29102250,1486.4990999399959,2009
29102250,1965.2255089058526,2010
29102250,1774.2795477903394,2011
29102250,2007.9898477157358,2012
29102250,2083.4545454545455,2013
29102250,1837.9968602825745,2014
29102250,2169.996939556236,2015
29102250,2128.6926105793955,2016
29102250,2211.0046080339616,2017
29102250,2289.488372093023,2018
29102310,1156.2468003605236,2008
29102310,1168.1228274382179,2009
29102310,1197.909426273599,2010
29102310,1211.9485817986836,2011
29102310,1190.898576186576,2012
29102310,1188.8888198272175,2013
29102310,1215.2831860153526,2014
29102310,1259.8099790806418,2015
29102310,1285.6429764479824,2016
29102310,1322.4673015094772,2017
29102310,1352.1321032377252,2018
29102330,1469.5874142104058,2008
29102330,1460.380977256083,2009
29102330,1491.5511163057042,2010
29102330,1512.7949172994831,2011
29102330,1531.51633958151,2012
29102330,1523.9784844664432,2013
29102330,1524.359112362898,2014
29102330,1555.787984638047,2015
29102330,1581.4358069388377,2016
29102330,1608.6975171182903,2017
29102330,1638.54889699601,2018
29102340,1947.6249663206784,2008
29102340,1995.4416863518513,2009
29102340,2033.170690699152,2010
29102340,2048.4225230913003,2011
29102340,2076.5850191063973,2012
29102340,2072.8537291307857,2013
29102340,2161.093744842866,2014
29102340,2170.444507148232,2015
29102340,2140.947772958726,2016
29102340,2127.980533534044,2017
29102340,2100.92106186968,2018
29102353,1943.9232409381661,2008
29102353,1965.9151748368745,2009
29102353,2443.865671641791,2010
29102353,2601.207784575525,2011
29102353,2641.5689513766847,2012
29102353,2651.884337349398,2013
29102353,2651.903361344537,2014
29102353,2623.8214285714284,2015
29102353,2692.9099756691,2016
29102353,2723.5854973972528,2017
29102353,2659.624566273421,2018
29102355,2733.083174782139,2008
29102355,2762.5,2009
29102355,2861.856524184477,2010
29102355,2951.555555555556,2011
29102355,3147.344714345288,2012
29102355,3025.5,2013
29102355,2975.8209503806775,2014
29102355,3089.5880699501363,2015
29102355,3114.4455162558056,2016
29102355,3075.0,2017
29102355,2889.0170236267795,2018
29102490,1245.434554973822,2017
29102490,1312.6703807059873,2018
34102133,736.058652134031,1993
34102133,728.4132738036923,1994
34102133,706.6242370711124,1995
34102133,744.6691729868094,1996
34102133,805.358348556352,1997
34102133,846.5658954584404,1998
34102133,822.3354991350664,1999
34102133,826.086537499485,2000
34102133,825.914680535557,2001
34102133,830.0205995432366,2002
34102133,729.0745595675002,2003
34102133,685.407606261356,2004
34102133,611.2639218785557,2005
34102133,419.1155509084049,2006
34102133,409.776853564384,2007
34102136,1008.3415771730373,2000
34102136,1000.2970278827038,2001
34102136,1009.4610653191327,2002
34102136,1034.6003028360728,2003
34102136,1042.5015696316589,2004
34102136,1071.2714545306778,2005
34102136,1069.0327311487722,2006
34102136,1096.0034684350944,2007
34102230,1358.6573019574248,1993
34102230,1227.2394278411864,1994
34102230,1238.8720556638907,1995
34102230,1458.4954305681904,1996
34102230,1405.5843554975781,1997
34102230,1457.5548195343881,1998
34102230,1445.6635069532983,1999
34102230,1468.2122930308024,2000
34102230,1528.1332072306918,2001
34102230,1417.6007073079538,2002
34102230,1478.1802188988727,2003
34102230,1528.8245092898796,2004
34102230,1540.6436443019156,2005
34102230,1349.8749638040463,2006
34102230,1364.4273399817394,2007
34102250,1176.0,1993
34102250,1313.482679027618,1994
34102250,1441.8461538461538,1995
34102250,1684.1567986933442,1996
34102250,2035.0,1997
34102250,1970.212765957447,1998
34102250,1595.0,1999
34102250,1704.4117647058827,2000
34102250,1956.5331047206976,2001
34102250,1849.57345971564,2002
34102250,2098.6080586080584,2003
34102250,1800.0,2004
34102250,2332.630076142132,2005
34102250,1646.0,2006
34102250,1526.5625,2007
34102310,832.564446401409,1993
34102310,820.6904724747737,1994
34102310,889.441733632901,1995
34102310,911.7503343751943,1996
34102310,929.802036199095,1997
34102310,853.3142438364378,1998
34102310,881.1037634332401,1999
34102310,944.9438202247189,2000
34102310,951.8510463172488,2001
34102310,1021.064406197476,2002
34102310,1046.335865993616,2003
34102310,1076.1363379568738,2004
34102310,1110.9082761825084,2005
34102310,1092.4204425936102,2006
34102310,1086.5576298636952,2007
34102330,1154.8507819666506,1993
34102330,1171.0236500203005,1994
34102330,1195.3493278584076,1995
34102330,1209.8263106098593,1996
34102330,1266.9605276552697,1997
34102330,1329.4382093564996,1998
34102330,1288.4332980812812,1999
34102330,1322.1314532975232,2000
34102330,1348.6703960761056,2001
34102330,1346.3154781776002,2002
34102330,1393.6683732339866,2003
34102330,1409.2781942940035,2004
34102330,1460.9847338152688,2005
34102330,1421.6224178457114,2006
34102330,1468.1558543409983,2007
34102340,1760.5049316296795,1993
34102340,1803.903743315508,1994
34102340,1841.5850798778397,1995
34102340,1781.7341905141443,1996
34102340,1754.2270373918195,1997
34102340,1820.0473838522844,1998
34102340,1825.4088050314465,1999
34102340,1841.145010024898,2000
34102340,1828.761329305136,2001
34102340,1867.8606965174126,2002
34102340,1887.813774692719,2003
34102340,1902.4181353260808,2004
34102340,1968.1004133261333,2005
34102340,1961.9477503446742,2006
34102340,1960.1782920182345,2007
34102353,2042.3423423423426,1993
34102353,2254.816498561287,1994
34102353,2272.549019607843,1995
34102353,2327.7229377458043,1996
34102353,2356.7010309278353,1997
34102353,2502.6666666666665,1998
34102353,2169.6361355081563,1999
34102353,2344.2844284428447,2000
34102353,2241.1353836285234,2001
34102353,2292.0096852300244,2002
34102353,2328.1621411250485,2003
34102353,2311.7647058823527,2004
34102353,2410.709570187205,2005
34102353,1962.970106075217,2006
34102353,1536.302294197031,2007
34102355,2171.8063717909063,1993
34102355,1891.0569105691056,1994
34102355,1898.8095238095239,1995
34102355,2455.263157894737,1996
34102355,2732.692307692308,1997
34102355,2709.5238095238096,1998
34102355,2572.8221178925405,1999
34102355,2650.0,2000
34102355,2746.875,2001
34102355,2758.0706272278303,2002
34102355,2789.6833383291223,2003
34102355,2742.260590242923,2004
34102355,2774.476630460211,2005
34102355,2550.793650793651,2006
34102355,2579.1666666666665,2007
